state	year	agency	scode	area	po-total	ps-popgw	ps-popsw	ps-popto	ps-wgwfr	ps-wswfr	ps-wtofr	ps-wgwsa	ps-wswsa	ps-wsato	ps-total	ps-loss	ps-deliv	ps-prcap	ps-facil	ps-facdb	co-wgwfr	co-wswfr	co-wtotl	co-psdel	co-total	co-cuse	do-sspop	do-ssgwf	do-ssswf	do-sstot	do-sspcp	do-pspop	do-psdel	do-pspcp	do-total	do-cuse	in-wgwfr	in-wgwsa	in-wgwto	in-wswfr	in-wswsa	in-wswto	in-wtofr	in-wtosa	in-wtotl	in-recww	in-psdel	in-total	in-cufr	in-cusal	in-cuse	in-facil	in-facdb	pt-wgwfr	pt-wswfr	pt-wswsa	pt-wswto	pt-frtot	pt-wtotl	pt-psdel	pt-total	pt-cufr	pt-cusal	pt-cuse	pt-power	pt-facil	pt-facdb	pf-wgwfr	pf-wswfr	pf-wswsa	pf-wswto	pf-frtot	pf-wtotl	pf-psdel	pf-total	pf-cufr	pf-cusal	pf-cuse	pf-power	pf-facil	pf-facdb	pg-wgwfr	pg-wgwsa	pg-wtotl	pg-cufr	pg-cusal	pg-power	pg-facil	pg-facdb	pn-wgwfr	pn-wswfr	pn-wswsa	pn-wswto	pn-frtot	pn-wtotl	pn-psdel	pn-total	pn-cufr	pn-cusal	pn-cuse	pn-power	pn-facil	pn-facdb	mi-wgwfr	mi-wgwsa	mi-gwtot	mi-wswfr	mi-wswsa	mi-swtot	mi-frtot	mi-satot	mi-total	mi-cufr	mi-cusal	mi-cuse	ls-gwtot	ls-swtot	ls-total	ls-cuse	la-gwtot	la-swtot	la-total	la-cuse	lv-gwtot	lv-swtot	lv-total	lv-cuse	ir-wgwfr	ir-wswfr	ir-recww	ir-frtot	ir-spray	ir-flood	ir-irrig	ir-convy	ir-cuse	hy-total	hy-power	hy-facil	hy-facdb	ww-facpu	ww-facot	ww-facil	ww-retrn	ww-facdb	ww-recww	re-evap	re-area	to-gwfr	to-gwsal	to-gwtot	to-swfr	to-swsal	to-swtot	to-frtot	to-satot	to-total	to-recww	to-cufr	to-cusal	to-cuse	to-convy
WI	1985	USGS	55	097	61.40	26.24	0.00	26.24	4.10	0.00	4.10	0.00	0.00	0.00	4.10	1.30	4.10	156.25	0.00	0.00	0.02	0.00	0.02	1.13	1.15	0.23	35.16	1.76	0.00	1.76	50.06	26.24	1.24	47.26	3.00	0.30	7.05	0.00	7.05	3.49	0.00	3.49	10.54	0.00	10.54	0.00	0.43	10.97	1.10	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.03	1.04	0.83	0.00	0.00	0.00	0.00	1.01	0.03	1.04	0.83	22.41	0.01	0.00	22.42	49.86	0.00	49.86	0.00	22.42	5244.87	91.97	0.00	0.00	4.00	1.00	5.00	1.44	0.00	0.00	0.00	0.00	36.35	0.00	36.35	3.53	0.00	3.53	39.88	0.00	39.88	0.00	24.88	0.00	24.88	0.00
WI	1985	USGS	55	099	16.29	5.32	0.00	5.32	0.91	0.00	0.91	0.00	0.00	0.00	0.91	0.12	0.91	171.05	0.00	0.00	0.00	0.00	0.00	0.16	0.16	0.00	10.97	0.55	0.00	0.55	50.14	5.32	0.29	54.51	0.84	0.08	0.00	0.00	0.00	8.78	0.00	8.78	8.78	0.00	8.78	0.00	0.34	9.12	0.91	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.01	0.39	0.31	0.00	0.00	0.00	0.00	0.38	0.01	0.39	0.31	0.00	0.02	0.00	0.02	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	5.00	2.20	0.00	0.00	0.00	0.00	1.84	0.00	1.84	8.81	0.00	8.81	10.65	0.00	10.65	0.00	1.30	0.00	1.30	0.00
WI	1985	USGS	55	101	169.19	16.51	87.03	103.54	2.85	22.52	25.37	0.00	0.00	0.00	25.37	5.90	25.37	245.03	0.00	0.00	0.02	0.00	0.02	3.35	3.37	0.67	65.65	3.07	0.00	3.07	46.76	103.54	7.17	69.25	10.24	1.02	0.75	0.00	0.75	0.00	0.00	0.00	0.75	0.00	0.75	0.00	8.95	9.70	0.97	0.00	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.01	0.39	0.31	0.00	0.00	0.00	0.00	0.38	0.01	0.39	0.31	0.21	0.04	0.00	0.25	1.20	0.00	1.20	0.00	0.25	0.00	0.00	0.00	0.00	12.00	0.00	12.00	24.66	0.00	0.00	0.00	0.00	7.28	0.00	7.28	22.57	0.00	22.57	29.85	0.00	29.85	0.00	3.22	0.00	3.22	0.00
WI	1985	USGS	55	103	17.37	6.86	0.00	6.86	0.92	0.00	0.92	0.00	0.00	0.00	0.92	0.32	0.92	134.11	0.00	0.00	0.00	0.00	0.00	0.16	0.16	0.03	10.51	0.53	0.00	0.53	50.43	6.86	0.33	48.10	0.86	0.09	0.19	0.00	0.19	0.00	0.00	0.00	0.19	0.00	0.19	0.00	0.11	0.30	0.06	0.00	0.06	0.00	0.00	0.00	8.05	0.00	8.05	8.05	8.05	0.00	8.05	0.08	0.00	0.08	20.39	0.00	0.00	0.00	8.05	0.00	8.05	8.05	8.05	0.00	8.05	0.08	0.00	0.08	20.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.05	1.32	1.06	0.00	0.00	0.00	0.00	1.27	0.05	1.32	1.06	0.31	0.01	0.00	0.32	1.80	0.00	1.80	0.00	0.34	0.00	0.00	0.00	0.00	2.00	0.00	2.00	1830.80	0.00	0.00	0.00	0.00	3.22	0.00	3.22	8.11	0.00	8.11	11.33	0.00	11.33	0.00	1.66	0.00	1.66	0.00
WI	1985	USGS	55	105	138.69	101.23	0.00	101.23	19.58	0.00	19.58	0.00	0.00	0.00	19.58	5.05	19.58	193.42	0.00	0.00	0.04	0.00	0.04	3.80	3.84	0.77	37.46	1.92	0.00	1.92	51.25	101.23	6.15	60.75	8.07	0.81	0.89	0.00	0.89	2.01	0.00	2.01	2.90	0.00	2.90	0.00	4.58	7.48	0.75	0.00	0.75	0.00	0.00	0.16	172.90	0.00	172.90	173.06	173.06	0.00	173.06	1.73	0.00	1.73	786.55	0.00	0.00	0.16	172.90	0.00	172.90	173.06	173.06	0.00	173.06	1.73	0.00	1.73	786.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.04	1.29	1.03	0.00	0.00	0.00	0.00	1.25	0.04	1.29	1.03	1.37	0.09	0.00	1.46	7.12	0.00	7.12	0.00	1.46	894.50	6.56	0.00	0.00	10.00	3.00	13.00	15.84	0.00	0.00	0.00	0.00	25.21	0.00	25.21	175.04	0.00	175.04	200.25	0.00	200.25	0.00	6.55	0.00	6.55	0.00
WI	1985	USGS	55	107	15.61	5.45	0.00	5.45	0.57	0.00	0.57	0.00	0.00	0.00	0.57	0.14	0.57	104.59	0.00	0.00	0.01	0.00	0.01	0.15	0.16	0.03	10.16	0.51	0.00	0.51	50.20	5.45	0.23	42.20	0.74	0.07	0.03	0.00	0.03	1.48	0.00	1.48	1.51	0.00	1.51	0.00	0.05	1.56	0.16	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.03	0.69	0.55	0.00	0.00	0.00	0.00	0.66	0.03	0.69	0.55	0.09	0.04	0.00	0.13	0.08	0.00	0.08	0.00	0.13	2565.89	60.26	0.00	0.00	3.00	1.00	4.00	1.11	0.00	0.00	0.00	0.00	1.87	0.00	1.87	1.55	0.00	1.55	3.42	0.00	3.42	0.00	0.94	0.00	0.94	0.00
WI	1985	USGS	55	109	46.55	16.14	0.00	16.14	2.47	0.00	2.47	0.00	0.00	0.00	2.47	0.95	2.47	153.04	0.00	0.00	0.06	0.00	0.06	0.38	0.44	0.09	30.41	1.52	0.00	1.52	49.98	16.14	0.86	53.28	2.38	0.24	0.44	0.00	0.44	0.00	0.00	0.00	0.44	0.00	0.44	0.00	0.28	0.72	0.14	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.06	1.58	1.26	0.00	0.00	0.00	0.00	1.52	0.06	1.58	1.26	0.40	0.00	0.00	0.40	7.46	0.00	7.46	0.00	0.40	324.46	5.72	0.00	0.00	7.00	0.00	7.00	1.34	0.00	0.00	0.00	0.00	6.41	0.00	6.41	0.06	0.00	0.06	6.47	0.00	6.47	0.00	2.13	0.00	2.13	0.00
WI	1985	USGS	55	111	45.73	21.97	0.00	21.97	3.88	0.00	3.88	0.00	0.00	0.00	3.88	1.08	3.88	176.60	0.00	0.00	0.09	0.00	0.09	0.59	0.68	0.14	23.76	1.19	0.00	1.19	50.08	21.97	1.20	54.62	2.39	0.24	0.68	0.00	0.68	0.00	0.00	0.00	0.68	0.00	0.68	0.00	1.01	1.69	0.34	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.07	2.00	1.60	0.00	0.00	0.00	0.00	1.93	0.07	2.00	1.60	3.19	0.02	0.00	3.21	6.32	0.00	6.32	0.00	3.21	5319.19	172.83	0.00	0.00	9.00	2.00	11.00	4.20	0.00	0.00	0.00	0.00	10.96	0.00	10.96	0.09	0.00	0.09	11.05	0.00	11.05	0.00	5.53	0.00	5.53	0.00
WI	1985	USGS	55	113	13.78	2.35	0.00	2.35	0.37	0.00	0.37	0.00	0.00	0.00	0.37	0.14	0.37	157.45	0.00	0.00	0.04	0.00	0.04	0.14	0.18	0.04	11.43	0.57	0.00	0.57	49.87	2.35	0.08	34.04	0.65	0.07	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.02	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.01	0.17	0.14	0.00	0.00	0.00	0.00	0.16	0.01	0.17	0.14	0.04	0.01	0.00	0.05	0.30	0.00	0.30	0.00	0.05	775.58	14.62	0.00	0.00	1.00	0.00	1.00	0.76	0.00	0.00	0.00	0.00	1.19	0.00	1.19	0.02	0.00	0.02	1.21	0.00	1.21	0.00	0.31	0.00	0.31	0.00
WI	1985	USGS	55	115	36.78	21.85	0.00	21.85	2.01	0.00	2.01	0.00	0.00	0.00	2.01	0.53	2.01	91.99	0.00	0.00	0.00	0.00	0.00	0.34	0.34	0.07	14.93	0.75	0.00	0.75	50.23	21.85	0.64	29.29	1.39	0.14	0.05	0.00	0.05	1.77	0.00	1.77	1.82	0.00	1.82	0.00	0.50	2.32	0.23	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.89	0.07	1.96	1.57	0.00	0.00	0.00	0.00	1.89	0.07	1.96	1.57	0.05	0.01	0.00	0.06	0.61	0.00	0.61	0.00	0.06	451.78	9.12	0.00	0.00	8.00	4.00	12.00	2.83	0.00	0.00	0.00	0.00	4.75	0.00	4.75	1.85	0.00	1.85	6.60	0.00	6.60	0.00	2.07	0.00	2.07	0.00
WI	1985	USGS	55	117	102.18	6.24	55.28	61.52	3.15	12.35	15.50	0.00	0.00	0.00	15.50	2.51	15.50	251.95	0.00	0.00	0.14	0.00	0.14	1.50	1.64	0.32	40.66	1.69	0.00	1.69	41.56	61.52	3.75	60.96	5.44	0.54	1.18	0.00	1.18	1.44	0.00	1.44	2.62	0.00	2.62	0.00	7.74	10.36	1.04	0.00	1.04	0.00	0.00	0.00	303.65	0.00	303.65	303.65	303.65	0.00	303.65	3.04	0.00	3.04	2248.13	0.00	0.00	0.00	303.65	0.00	303.65	303.65	303.65	0.00	303.65	3.04	0.00	3.04	2248.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.05	1.16	0.93	0.00	0.00	0.00	0.00	1.11	0.05	1.16	0.93	0.05	0.01	0.00	0.06	0.03	0.00	0.03	0.00	0.06	0.00	0.00	0.00	0.00	11.00	1.00	12.00	29.89	0.00	0.00	0.00	0.00	7.32	0.00	7.32	317.50	0.00	317.50	324.82	0.00	324.82	0.00	5.93	0.00	5.93	0.00
WI	1985	USGS	55	119	19.54	5.39	0.00	5.39	0.66	0.00	0.66	0.00	0.00	0.00	0.66	0.22	0.66	122.45	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.01	14.15	0.71	0.00	0.71	50.18	5.39	0.23	42.67	0.94	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.14	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.04	1.19	0.95	0.00	0.00	0.00	0.00	1.15	0.04	1.19	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	4.00	1.20	0.00	0.00	0.00	0.00	2.52	0.00	2.52	0.04	0.00	0.04	2.56	0.00	2.56	0.00	1.06	0.00	1.06	0.00
WI	1985	USGS	55	121	26.71	11.97	0.00	11.97	1.74	0.00	1.74	0.00	0.00	0.00	1.74	0.50	1.74	145.36	0.00	0.00	0.00	0.00	0.00	0.24	0.24	0.05	14.74	0.77	0.00	0.77	52.24	11.97	0.50	41.77	1.27	0.13	0.23	0.00	0.23	0.00	0.00	0.00	0.23	0.00	0.23	0.00	0.50	0.73	0.15	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.07	1.94	1.55	0.00	0.00	0.00	0.00	1.87	0.07	1.94	1.55	0.55	0.31	0.00	0.86	4.66	0.00	4.66	0.00	0.86	0.00	0.00	0.00	0.00	11.00	0.00	11.00	2.22	0.00	0.00	0.00	0.00	5.16	0.00	5.16	0.38	0.00	0.38	5.54	0.00	5.54	0.00	2.74	0.00	2.74	0.00
WI	1985	USGS	55	123	26.34	10.40	0.00	10.40	1.41	0.00	1.41	0.00	0.00	0.00	1.41	0.51	1.41	135.58	0.00	0.00	0.04	0.00	0.04	0.24	0.28	0.06	15.94	0.80	0.00	0.80	50.19	10.40	0.47	45.19	1.27	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.19	0.04	0.00	0.04	0.00	0.00	0.10	136.02	0.00	136.02	136.12	136.12	0.00	136.12	1.36	0.00	1.36	3115.00	0.00	0.00	0.10	136.02	0.00	136.02	136.12	136.12	0.00	136.12	1.36	0.00	1.36	3115.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.54	0.08	2.62	2.10	0.00	0.00	0.00	0.00	2.54	0.08	2.62	2.10	0.02	0.00	0.00	0.02	0.12	0.00	0.12	0.00	0.02	0.00	0.00	0.00	0.00	10.00	0.00	10.00	1.48	0.00	0.00	0.00	0.00	4.91	0.00	4.91	136.10	0.00	136.10	141.01	0.00	141.01	0.00	3.71	0.00	3.71	0.00
WI	1985	USGS	55	125	17.40	1.40	0.00	1.40	0.37	0.00	0.37	0.00	0.00	0.00	0.37	0.15	0.37	264.29	0.00	0.00	0.01	0.00	0.01	0.15	0.16	0.03	16.00	0.80	0.00	0.80	50.00	1.40	0.07	50.00	0.87	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.10	0.00	0.00	0.10	0.51	0.00	0.51	0.00	0.10	238.49	2.53	0.00	0.00	3.00	1.00	4.00	0.40	0.00	0.00	0.00	0.00	1.29	0.00	1.29	0.00	0.00	0.00	1.29	0.00	1.29	0.00	0.23	0.00	0.23	0.00
WI	1985	USGS	55	127	72.20	38.71	0.00	38.71	5.62	0.00	5.62	0.00	0.00	0.00	5.62	1.65	5.62	145.18	0.00	0.00	0.09	0.00	0.09	1.21	1.30	0.26	33.49	1.77	0.00	1.77	52.85	38.71	1.75	45.21	3.52	0.35	0.80	0.00	0.80	1.02	0.00	1.02	1.82	0.00	1.82	0.00	1.01	2.83	0.28	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.03	0.83	0.66	0.00	0.00	0.00	0.00	0.80	0.03	0.83	0.66	0.06	0.11	0.00	0.17	0.62	0.00	0.62	0.00	0.17	0.00	0.00	0.00	0.00	14.00	4.00	18.00	3.88	0.00	0.00	0.00	0.00	9.14	0.00	9.14	1.16	0.00	1.16	10.30	0.00	10.30	0.00	1.72	0.00	1.72	0.00
WI	1985	USGS	55	129	14.15	4.49	0.00	4.49	0.69	0.00	0.69	0.00	0.00	0.00	0.69	0.33	0.69	153.67	0.00	0.00	0.00	0.00	0.00	0.11	0.11	0.02	9.66	0.48	0.00	0.48	49.69	4.49	0.23	51.22	0.71	0.01	0.05	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.05	0.00	0.02	0.07	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.01	0.34	0.27	0.00	0.00	0.00	0.00	0.33	0.01	0.34	0.27	0.11	0.00	0.00	0.11	0.75	0.00	0.75	0.00	0.11	542.26	12.26	0.00	0.00	3.00	0.00	3.00	0.58	0.00	0.00	0.00	0.00	1.66	0.00	1.66	0.01	0.00	0.01	1.67	0.00	1.67	0.00	0.42	0.00	0.42	0.00
WI	1985	USGS	55	131	87.25	45.92	0.00	45.92	5.98	0.00	5.98	0.00	0.00	0.00	5.98	1.27	5.98	130.23	0.00	0.00	0.12	0.00	0.12	1.00	1.12	0.22	41.33	2.17	0.00	2.17	52.50	45.92	2.00	43.55	4.17	0.42	0.07	0.00	0.07	0.00	0.00	0.00	0.07	0.00	0.07	0.00	1.71	1.78	0.36	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.04	0.97	0.78	0.00	0.00	0.00	0.00	0.93	0.04	0.97	0.78	0.10	0.02	0.00	0.12	0.43	0.00	0.43	0.00	0.12	0.00	0.00	0.00	0.00	7.00	2.00	9.00	8.29	0.00	0.00	0.00	0.00	9.37	0.00	9.37	0.06	0.00	0.06	9.43	0.00	9.43	0.00	1.90	0.00	1.90	0.00
WI	1985	USGS	55	133	285.90	175.05	0.00	175.05	18.89	0.00	18.89	0.00	0.00	0.00	18.89	4.07	18.89	107.91	0.00	0.00	0.49	0.00	0.49	2.80	3.29	0.66	110.85	5.90	0.00	5.90	53.23	175.05	7.31	41.76	13.21	1.32	1.16	0.00	1.16	0.10	0.00	0.10	1.26	0.00	1.26	0.00	4.71	5.97	1.19	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.02	0.43	0.34	0.00	0.00	0.00	0.00	0.41	0.02	0.43	0.34	0.98	0.00	0.00	0.98	0.50	0.00	0.50	0.00	0.98	0.00	0.00	0.00	0.00	8.00	1.00	9.00	25.93	0.00	0.00	0.00	0.00	27.83	0.00	27.83	0.12	0.00	0.12	27.95	0.00	27.95	0.00	4.49	0.00	4.49	0.00
WI	1985	USGS	55	135	44.74	20.54	0.00	20.54	4.88	0.00	4.88	0.00	0.00	0.00	4.88	1.29	4.88	237.59	0.00	0.00	0.00	0.00	0.00	0.44	0.44	0.09	24.20	1.21	0.00	1.21	50.00	20.54	1.00	48.69	2.21	0.22	0.07	0.00	0.07	0.61	0.00	0.61	0.68	0.00	0.68	0.00	2.15	2.83	0.22	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.06	1.50	1.20	0.00	0.00	0.00	0.00	1.44	0.06	1.50	1.20	0.92	0.03	0.00	0.95	5.20	0.00	5.20	0.00	0.95	96.30	1.00	0.00	0.00	8.00	2.00	10.00	21.01	0.00	0.00	0.00	0.00	8.52	0.00	8.52	0.70	0.00	0.70	9.22	0.00	9.22	0.00	2.68	0.00	2.68	0.00
